Ticker,Company,Index Fund
BLD.AX,Boral,Australian S&P ASX 200
BOQ.AX,Bank of Queensland,Australian S&P ASX 200
BPT.AX,Beach Energy,Australian S&P ASX 200
BRN.AX,Brainchip,Australian S&P ASX 200
BRG.AX,Breville Group,Australian S&P ASX 200
BSL.AX,BlueScope,Australian S&P ASX 200
BWP.AX,BWP Trust,Australian S&P ASX 200
BXB.AX,Brambles,Australian S&P ASX 200
CAR.AX,Carsales,Australian S&P ASX 200
CBA.AX,Commonwealth Bank,Australian S&P ASX 200
CCP.AX,Credit Corp Group,Australian S&P ASX 200
CCX.AX,City Chic Collective,Australian S&P ASX 200
CGC.AX,Costa Group,Australian S&P ASX 200
CGF.AX,Challenger,Australian S&P ASX 200
CHC.AX,Charter Hall,Australian S&P ASX 200
CHN.AX,Chalice Mining,Australian S&P ASX 200
CIA.AX,Champion Iron,Australian S&P ASX 200
CIP.AX,Centuria Industrial REIT,Australian S&P ASX 200
CKF.AX,Collins Foods,Australian S&P ASX 200
CLW.AX,Charter Hall Long WALE REIT,Australian S&P ASX 200
CMW.AX,Cromwell Property Group,Australian S&P ASX 200
CNI.AX,Centuria Capital,Australian S&P ASX 200
CNU.AX,Chorus,Australian S&P ASX 200
COH.AX,Cochlear,Australian S&P ASX 200
COL.AX,Coles Group,Australian S&P ASX 200
CPU.AX,Computershare,Australian S&P ASX 200
CRN.AX,Coronado Global Resources,Australian S&P ASX 200
CQR.AX,Charter Hall Retail REIT,Australian S&P ASX 200
CSL.AX,CSL,Australian S&P ASX 200
CSR.AX,CSR,Australian S&P ASX 200
CTD.AX,Corporate Travel Management,Australian S&P ASX 200
CUV.AX,Clinuvel Pharmaceut,Australian S&P ASX 200
CWY.AX,Cleanaway,Australian S&P ASX 200
CXO.AX,Core Lithium,Australian S&P ASX 200
DEG.AX,De Grey Mining,Australian S&P ASX 200
DHG.AX,Domain Group,Australian S&P ASX 200
DMP.AX,Domino's Pizza Enterprises,Australian S&P ASX 200
DOW.AX,Downer Group,Australian S&P ASX 200
DRR.AX,Deterra Royalties,Australian S&P ASX 200
DXS.AX,Dexus,Australian S&P ASX 200
EDV.AX,Endeavour Group,Australian S&P ASX 200
ELD.AX,Elders,Australian S&P ASX 200
EML.AX,EML Payments,Australian S&P ASX 200
EVN.AX,Evolution Mining,Australian S&P ASX 200
EVT.AX,Event Hospitality and Entertainment,Australian S&P ASX 200
FBU.AX,Fletcher Building,Australian S&P ASX 200
FLT.AX,Flight Centre,Australian S&P ASX 200
FMG.AX,Fortescue Metals Group,Australian S&P ASX 200
FPH.AX,Fisher & Paykel Healthcare,Australian S&P ASX 200
GMG.AX,Goodman Group,Australian S&P ASX 200
GNC.AX,GrainCorp,Australian S&P ASX 200
GOR.AX,Gold Road Res,Australian S&P ASX 200
GOZ.AX,Growthpoint Properties,Australian S&P ASX 200
GPT.AX,GPT Group,Australian S&P ASX 200
GUD.AX,GUD Holdings,Australian S&P ASX 200
HDN.AX,HomeCo Daily Needs REIT,Australian S&P ASX 200
HLS.AX,Healius,Australian S&P ASX 200
HMC.AX,Home Consortium,Australian S&P ASX 200
HUB.AX,HUB24,Australian S&P ASX 200
HVN.AX,Harvey Norman,Australian S&P ASX 200
IAG.AX,Insurance Australia Group,Australian S&P ASX 200
IEL.AX,Idp Education,Australian S&P ASX 200
IFL.AX,Insignia Financial,Australian S&P ASX 200
IGO.AX,Independence Group,Australian S&P ASX 200
ILU.AX,Iluka Resources,Australian S&P ASX 200
IMU.AX,Imugene,Australian S&P ASX 200
INA.AX,Ingenia Group,Australian S&P ASX 200
ING.AX,Inghams,Australian S&P ASX 200
IPH.AX,IPH,Australian S&P ASX 200
IPL.AX,Incitec Pivot,Australian S&P ASX 200
IRE.AX,Iress,Australian S&P ASX 200
IVC.AX,InvoCare,Australian S&P ASX 200
JBH.AX,JB Hi-Fi,Australian S&P ASX 200
JHG.AX,Janus Henderson,Australian S&P ASX 200
JHX.AX,James Hardie,Australian S&P ASX 200
KLS.AX,Kelsian Group,Australian S&P ASX 200
LIC.AX,Lifestyle Communities,Australian S&P ASX 200
LKE.AX,Lake Resources,Australian S&P ASX 200
LLC.AX,Lendlease,Australian S&P ASX 200
LNK.AX,Link Admin,Australian S&P ASX 200
LTR.AX,Liontown Resources,Australian S&P ASX 200
LYC.AX,Lynas,Australian S&P ASX 200
MFG.AX,Magellan Financial Group,Australian S&P ASX 200
MGR.AX,Mirvac,Australian S&P ASX 200
MIN.AX,Mineral Resources,Australian S&P ASX 200
MP1.AX,Megaport,Australian S&P ASX 200
MPL.AX,Medibank,Australian S&P ASX 200
MQG.AX,Macquarie Group,Australian S&P ASX 200
MTS.AX,Metcash,Australian S&P ASX 200
NAB.AX,National Australia Bank,Australian S&P ASX 200
NAN.AX,Nanosonics,Australian S&P ASX 200
NCM.AX,Newcrest,Australian S&P ASX 200
NEC.AX,Nine Entertainment,Australian S&P ASX 200
NHC.AX,New Hope Corporation,Australian S&P ASX 200
NHF.AX,Nib,Australian S&P ASX 200
NIC.AX,Nickel Industries Limited,Australian S&P ASX 200
NSR.AX,National Storage,Australian S&P ASX 200
NST.AX,Northern Star Resources,Australian S&P ASX 200
NUF.AX,Nufarm,Australian S&P ASX 200
NVX.AX,Novonix,Australian S&P ASX 200
NWL.AX,Netwealth Group,Australian S&P ASX 200
NWS.AX,News Corp Class B,Australian S&P ASX 200
NXT.AX,NextDC,Australian S&P ASX 200
ORA.AX,Orora,Australian S&P ASX 200
ORG.AX,Origin Energy,Australian S&P ASX 200
ORI.AX,Orica,Australian S&P ASX 200
OZL.AX,Oz Minerals,Australian S&P ASX 200
PBH.AX,Pointsbet Holdings,Australian S&P ASX 200
PDL.AX,Pendal Group,Australian S&P ASX 200
PDN.AX,Paladin Energy,Australian S&P ASX 200
PLS.AX,Pilbara Minerals,Australian S&P ASX 200
PME.AX,Pro Medicus,Australian S&P ASX 200
PMV.AX,Premier Investments,Australian S&P ASX 200
PNI.AX,Pinnacle Investment Management,Australian S&P ASX 200
PPT.AX,Perpetual,Australian S&P ASX 200
PRU.AX,Perseus Mining,Australian S&P ASX 200
QAN.AX,Qantas,Australian S&P ASX 200
QBE.AX,QBE Insurance,Australian S&P ASX 200
QUB.AX,Qube Holdings,Australian S&P ASX 200
REA.AX,REA Group,Australian S&P ASX 200
REH.AX,Reece Group,Australian S&P ASX 200
RHC.AX,Ramsay Health Care,Australian S&P ASX 200
RIO.AX,Rio Tinto,Australian S&P ASX 200
RMD.AX,ResMed,Australian S&P ASX 200
RMS.AX,Ramelius Resources,Australian S&P ASX 200
RRL.AX,Regis Resources,Australian S&P ASX 200
RWC.AX,Reliance Worldwide Corporation,Australian S&P ASX 200
S32.AX,South32,Australian S&P ASX 200
SBM.AX,St Barbara,Australian S&P ASX 200
SCG.AX,Scentre Group,Australian S&P ASX 200
SCP.AX,Shopping Centres Australasia Property Group,Australian S&P ASX 200
SDF.AX,Steadfast Group,Australian S&P ASX 200
SEK.AX,Seek,Australian S&P ASX 200
SFR.AX,Sandfire Resources,Australian S&P ASX 200
SGM.AX,Sims Metal,Australian S&P ASX 200
SGP.AX,Stockland,Australian S&P ASX 200
SGR.AX,Star Entertainment Group,Australian S&P ASX 200
SHL.AX,Sonic Healthcare,Australian S&P ASX 200
SLR.AX,Silver Lake Resource,Australian S&P ASX 200
SOL.AX,Washington H Soul Pattinson,Australian S&P ASX 200
STO.AX,Santos,Australian S&P ASX 200
SUL.AX,Super Retail Group,Australian S&P ASX 200
SUN.AX,Suncorp,Australian S&P ASX 200
SVW.AX,Seven Group Holdings,Australian S&P ASX 200
TLX.AX,Telix Pharmaceuticals,Australian S&P ASX 200
TAH.AX,Tabcorp,Australian S&P ASX 200
TCL.AX,Transurban,Australian S&P ASX 200
TLC.AX,The Lottery Corporation,Australian S&P ASX 200
TLS.AX,Telstra,Australian S&P ASX 200
TNE.AX,TechnologyOne,Australian S&P ASX 200
TPG.AX,TPG Telecom,Australian S&P ASX 200
TWE.AX,Treasury Wine Estates,Australian S&P ASX 200
TYR.AX,Tyro Payments,Australian S&P ASX 200
UMG.AX,United Malt Group,Australian S&P ASX 200
UWL.AX,Uniti Group,Australian S&P ASX 200
VCX.AX,Vicinity Centres,Australian S&P ASX 200
VEA.AX,Viva Energy,Australian S&P ASX 200
VUK.AX,Virgin Money UK plc,Australian S&P ASX 200
WBC.AX,Westpac,Australian S&P ASX 200
WEB.AX,Webjet,Australian S&P ASX 200
WES.AX,Wesfarmers,Australian S&P ASX 200
WHC.AX,Whitehaven Coal,Australian S&P ASX 200
WOR.AX,Worley,Australian S&P ASX 200
WOW.AX,Woolworths,Australian S&P ASX 200
WDS.AX,Woodside Energy,Australian S&P ASX 200
WPR.AX,Waypoint REIT[16],Australian S&P ASX 200
WTC.AX,Wisetech Global,Australian S&P ASX 200
XRO.AX,Xero,Australian S&P ASX 200
ZIP.AX,Zip,Australian S&P ASX 200
